,timestamp,pilot,aggressor,shiptype,module_or_ammo,dmg,hit_quality
6761,2023-02-02 00:13:41,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,329,Smashes
6762,2023-02-02 00:13:41,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
6763,2023-02-02 00:13:42,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6764,2023-02-02 00:13:42,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6766,2023-02-02 00:13:42,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6768,2023-02-02 00:13:42,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,286,Penetrates
6769,2023-02-02 00:13:43,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6770,2023-02-02 00:13:43,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6771,2023-02-02 00:13:43,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6773,2023-02-02 00:13:43,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,353,Smashes
6774,2023-02-02 00:13:44,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6775,2023-02-02 00:13:44,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Glances Off
6777,2023-02-02 00:13:45,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6778,2023-02-02 00:13:45,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6779,2023-02-02 00:13:45,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6780,2023-02-02 00:13:46,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6781,2023-02-02 00:13:46,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,220,Hits
6782,2023-02-02 00:13:46,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6785,2023-02-02 00:13:47,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6786,2023-02-02 00:13:47,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,288,Penetrates
6787,2023-02-02 00:13:48,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6788,2023-02-02 00:13:48,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6789,2023-02-02 00:13:48,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6790,2023-02-02 00:13:48,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6791,2023-02-02 00:13:48,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6792,2023-02-02 00:13:48,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,165,Glances Off
6793,2023-02-02 00:13:49,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6796,2023-02-02 00:13:51,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,153,Grazes
6797,2023-02-02 00:13:51,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6800,2023-02-02 00:13:52,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6801,2023-02-02 00:13:52,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,222,Hits
6802,2023-02-02 00:13:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6803,2023-02-02 00:13:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6804,2023-02-02 00:13:53,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6806,2023-02-02 00:13:53,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,283,Penetrates
6807,2023-02-02 00:13:54,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6808,2023-02-02 00:13:54,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6809,2023-02-02 00:13:54,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6810,2023-02-02 00:13:54,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6812,2023-02-02 00:13:55,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6813,2023-02-02 00:13:56,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,364,Smashes
6814,2023-02-02 00:13:56,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6815,2023-02-02 00:13:57,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6816,2023-02-02 00:13:57,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6818,2023-02-02 00:13:57,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6819,2023-02-02 00:13:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6820,2023-02-02 00:13:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6821,2023-02-02 00:13:58,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Hits
6822,2023-02-02 00:13:58,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,266,Penetrates
6824,2023-02-02 00:13:59,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Hits
6825,2023-02-02 00:14:00,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6827,2023-02-02 00:14:01,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,161,Glances Off
6829,2023-02-02 00:14:01,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6830,2023-02-02 00:14:02,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6831,2023-02-02 00:14:02,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6832,2023-02-02 00:14:02,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6833,2023-02-02 00:14:02,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
6834,2023-02-02 00:14:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6835,2023-02-02 00:14:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6836,2023-02-02 00:14:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
6837,2023-02-02 00:14:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6838,2023-02-02 00:14:03,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6840,2023-02-02 00:14:03,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,294,Penetrates
6842,2023-02-02 00:14:04,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6843,2023-02-02 00:14:05,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6844,2023-02-02 00:14:05,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6845,2023-02-02 00:14:06,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,241,Hits
6846,2023-02-02 00:14:06,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6849,2023-02-02 00:14:07,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6850,2023-02-02 00:14:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6851,2023-02-02 00:14:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6852,2023-02-02 00:14:08,Dravynea Uta,Emergent Keeper,Emergent Keeper,,7,Hits
6854,2023-02-02 00:14:09,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6855,2023-02-02 00:14:10,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6856,2023-02-02 00:14:10,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6857,2023-02-02 00:14:11,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6858,2023-02-02 00:14:11,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6859,2023-02-02 00:14:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6861,2023-02-02 00:14:11,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,312,Smashes
6862,2023-02-02 00:14:11,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6863,2023-02-02 00:14:12,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6864,2023-02-02 00:14:12,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6866,2023-02-02 00:14:12,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6881,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Smashes
6882,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6883,2023-02-02 00:14:13,Dravynea Uta,Emergent Keeper,Emergent Keeper,,13,Smashes
6884,2023-02-02 00:14:14,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6885,2023-02-02 00:14:14,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6886,2023-02-02 00:14:14,Dravynea Uta,Emergent Keeper,Emergent Keeper,,12,Penetrates
6888,2023-02-02 00:14:16,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,317,Smashes
6889,2023-02-02 00:14:16,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6892,2023-02-02 00:14:17,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Hits
6893,2023-02-02 00:14:18,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6894,2023-02-02 00:14:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6895,2023-02-02 00:14:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,4,Grazes
6896,2023-02-02 00:14:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Hits
6897,2023-02-02 00:14:18,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Penetrates
6898,2023-02-02 00:14:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6899,2023-02-02 00:14:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6900,2023-02-02 00:14:19,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
6901,2023-02-02 00:14:19,Dravynea Uta,Emergent Keeper,Emergent Keeper,,11,Smashes
6903,2023-02-02 00:14:20,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6904,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6905,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6906,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6923,2023-02-02 00:14:21,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,232,Hits
6924,2023-02-02 00:14:21,Dravynea Uta,Emergent Keeper,Emergent Keeper,,5,Grazes
6925,2023-02-02 00:14:22,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,25,Smashes
6926,2023-02-02 00:14:22,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,10,Grazes
6927,2023-02-02 00:14:22,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
6929,2023-02-02 00:14:22,Dravynea Uta,Emergent Keeper,Emergent Keeper,,6,Grazes
6935,2023-02-02 00:14:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6936,2023-02-02 00:14:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6937,2023-02-02 00:14:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6938,2023-02-02 00:14:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6939,2023-02-02 00:14:23,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6940,2023-02-02 00:14:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6941,2023-02-02 00:14:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,Oneiric Missile,36,Hits
6942,2023-02-02 00:14:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6943,2023-02-02 00:14:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6944,2023-02-02 00:14:23,Dravynea Uta,Emergent Keeper,Emergent Keeper,,10,Penetrates
6945,2023-02-02 00:14:24,Dravynea Uta,Emergent Keeper,Emergent Keeper,,9,Penetrates
6947,2023-02-02 00:14:25,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,15,Hits
6948,2023-02-02 00:14:25,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
6949,2023-02-02 00:14:25,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6950,2023-02-02 00:14:26,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6952,2023-02-02 00:14:26,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6953,2023-02-02 00:14:26,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,140,Grazes
6954,2023-02-02 00:14:27,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Penetrates
6955,2023-02-02 00:14:27,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,9,Grazes
6956,2023-02-02 00:14:27,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,26,Smashes
6959,2023-02-02 00:14:27,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
6960,2023-02-02 00:14:28,Dravynea Uta,Emergent Keeper,Emergent Keeper,,8,Hits
6971,2023-02-02 00:14:30,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,13,Glances Off
6972,2023-02-02 00:14:30,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,17,Hits
6973,2023-02-02 00:14:30,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6975,2023-02-02 00:14:31,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,,187,Hits
6976,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6977,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6978,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6979,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6980,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
6981,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,25,Smashes
6982,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,10,Grazes
6983,2023-02-02 00:14:32,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
6985,2023-02-02 00:14:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
6986,2023-02-02 00:14:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6987,2023-02-02 00:14:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
6989,2023-02-02 00:14:35,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
6990,2023-02-02 00:14:35,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,11,Grazes
6991,2023-02-02 00:14:35,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
6992,2023-02-02 00:14:36,Dravynea Uta,Sleepless Sentinel,Sleepless Sentinel,Phantasmata Missile,1260,Hits
6993,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,15,Hits
6994,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
6995,2023-02-02 00:14:37,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,15,Hits
7004,2023-02-02 00:14:38,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7007,2023-02-02 00:14:40,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,25,Smashes
7008,2023-02-02 00:14:40,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7010,2023-02-02 00:14:41,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7011,2023-02-02 00:14:41,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7012,2023-02-02 00:14:41,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7013,2023-02-02 00:14:41,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7014,2023-02-02 00:14:41,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7016,2023-02-02 00:14:41,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7017,2023-02-02 00:14:42,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,11,Glances Off
7018,2023-02-02 00:14:42,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,15,Hits
7019,2023-02-02 00:14:42,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,14,Hits
7022,2023-02-02 00:14:43,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
7025,2023-02-02 00:14:45,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,19,Penetrates
7034,2023-02-02 00:14:46,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7036,2023-02-02 00:14:47,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
7037,2023-02-02 00:14:47,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,21,Penetrates
7038,2023-02-02 00:14:47,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,12,Glances Off
7039,2023-02-02 00:14:48,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7040,2023-02-02 00:14:48,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7042,2023-02-02 00:14:49,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7043,2023-02-02 00:14:50,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7044,2023-02-02 00:14:50,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7045,2023-02-02 00:14:50,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7046,2023-02-02 00:14:50,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,17,Hits
7048,2023-02-02 00:14:51,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
7049,2023-02-02 00:14:52,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,22,Penetrates
7050,2023-02-02 00:14:52,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,21,Penetrates
7058,2023-02-02 00:14:54,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,81,Hits
7059,2023-02-02 00:14:55,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,16,Hits
7060,2023-02-02 00:14:55,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7061,2023-02-02 00:14:56,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7063,2023-02-02 00:14:56,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7064,2023-02-02 00:14:57,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
7065,2023-02-02 00:14:59,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7066,2023-02-02 00:14:59,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7068,2023-02-02 00:14:59,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
7069,2023-02-02 00:15:00,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,13,Glances Off
7076,2023-02-02 00:15:02,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,19,Penetrates
7077,2023-02-02 00:15:02,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7078,2023-02-02 00:15:03,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7079,2023-02-02 00:15:03,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7080,2023-02-02 00:15:04,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7083,2023-02-02 00:15:07,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,10,Grazes
7084,2023-02-02 00:15:07,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
7085,2023-02-02 00:15:08,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7091,2023-02-02 00:15:10,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7092,2023-02-02 00:15:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7093,2023-02-02 00:15:11,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7094,2023-02-02 00:15:12,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,17,Hits
7097,2023-02-02 00:15:15,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
7098,2023-02-02 00:15:17,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,Oneiric Missile,36,Hits
7099,2023-02-02 00:15:17,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,24,Smashes
7105,2023-02-02 00:15:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7106,2023-02-02 00:15:18,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7107,2023-02-02 00:15:19,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7109,2023-02-02 00:15:22,Dravynea Uta,Emergent Sentinel,Emergent Sentinel,,23,Penetrates
7111,2023-02-02 00:15:23,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,79,Hits
7118,2023-02-02 00:15:25,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7119,2023-02-02 00:15:26,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7120,2023-02-02 00:15:26,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7123,2023-02-02 00:15:31,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,81,Hits
7125,2023-02-02 00:15:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7126,2023-02-02 00:15:33,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7127,2023-02-02 00:15:34,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7130,2023-02-02 00:15:39,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
7131,2023-02-02 00:15:40,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7133,2023-02-02 00:15:41,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,79,Hits
7134,2023-02-02 00:15:41,Dravynea Uta,Lamasul,Vargur,Imperial Navy Large EMP Smartbomb,80,Hits
7185,2023-02-02 00:17:46,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
7189,2023-02-02 00:17:54,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
7193,2023-02-02 00:18:02,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,263,Hits
7197,2023-02-02 00:18:10,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,253,Hits
7204,2023-02-02 00:18:18,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
7208,2023-02-02 00:18:26,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
7212,2023-02-02 00:18:34,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
7213,2023-02-02 00:18:42,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,83,Hits
7221,2023-02-02 00:18:48,Dravynea Uta,Anarevien Lemmont,Vargur,Imperial Navy Large EMP Smartbomb,81,Hits
7222,2023-02-02 00:18:50,Dravynea Uta,Brian Caruso,Paladin,Imperial Navy Large EMP Smartbomb,80,Hits
8059,2023-01-29 17:56:17,Hollindustries,Awakened Preserver,Awakened Preserver,,127,Grazes
8060,2023-01-29 17:56:17,Hollindustries,Awakened Preserver,Awakened Preserver,,203,Hits
8061,2023-01-29 17:56:17,Hollindustries,Awakened Preserver,Awakened Preserver,,129,Grazes
8062,2023-01-29 17:56:17,Hollindustries,Awakened Preserver,Awakened Preserver,,245,Penetrates
8065,2023-01-29 17:56:19,Hollindustries,Sleepless Preserver,Sleepless Preserver,,143,Hits
8066,2023-01-29 17:56:19,Hollindustries,Sleepless Preserver,Sleepless Preserver,,110,Grazes
8069,2023-01-29 17:56:22,Hollindustries,Awakened Preserver,Awakened Preserver,,162,Glances Off
8070,2023-01-29 17:56:22,Hollindustries,Awakened Preserver,Awakened Preserver,,237,Hits
8071,2023-01-29 17:56:22,Hollindustries,Awakened Preserver,Awakened Preserver,,333,Smashes
8072,2023-01-29 17:56:22,Hollindustries,Awakened Preserver,Awakened Preserver,,261,Penetrates
8073,2023-01-29 17:56:24,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8074,2023-01-29 17:56:24,Hollindustries,Awakened Preserver,Awakened Preserver,Praedormitan Missile,112,Hits
8075,2023-01-29 17:56:24,Hollindustries,Sleepless Preserver,Sleepless Preserver,,170,Hits
